song_id,bpm,energy,danceability,db,liveness,valence,length,acousticness,speechiness,popularity
1197,117,79,61,-6,57,91,274,16,3,58
1198,145,51,52,-8,29,65,154,48,4,53
1199,76,24,18,-15,11,12,235,42,4,56
1200,121,73,40,-6,20,49,243,32,4,35
1201,118,74,73,-8,21,96,237,18,4,74
1202,172,60,53,-10,7,71,271,31,3,43
1203,79,35,62,-14,9,66,206,46,3,46
1204,93,37,67,-18,5,73,296,26,3,84
1205,125,59,38,-10,27,28,859,2,3,41
1206,114,71,67,-8,10,47,248,42,5,72
1207,112,32,38,-12,12,12,295,73,3,58
1208,84,10,55,-20,8,7,407,70,3,38
1209,117,65,92,-3,4,85,294,2,4,81
1210,174,94,25,-5,16,46,234,3,7,60
1211,119,76,66,-7,9,54,478,1,4,47
1212,112,42,82,-13,8,52,276,56,3,67
1213,78,51,38,-13,21,74,331,2,4,70
1214,111,42,56,-8,41,45,269,91,7,35
1215,115,60,62,-8,12,58,228,14,4,24
1216,141,66,58,-14,7,66,361,1,4,52
1217,119,73,87,-8,8,63,379,14,8,68
1218,204,41,62,-12,9,74,252,68,4,65
1219,114,19,69,-19,17,32,245,67,3,31
1220,107,66,45,-7,26,78,287,66,5,68
1221,159,57,35,-14,6,44,299,49,12,47
1222,170,70,75,-9,6,87,351,18,14,42
1223,98,94,62,-5,7,76,176,3,3,76
1224,125,55,44,-10,18,49,251,13,4,43
1225,73,26,52,-14,14,20,213,76,3,63
1226,94,60,81,-10,6,75,239,12,6,71
1227,170,35,56,-14,20,72,247,43,3,46
1228,93,51,62,-10,26,69,246,54,3,65
1229,114,71,57,-9,16,67,333,35,3,62
1230,113,83,74,-6,38,82,189,8,12,79
1231,127,82,89,-5,13,96,239,23,4,71
1232,122,92,85,-4,6,90,362,2,4,64
1233,121,67,60,-7,26,56,264,62,3,60
1234,159,54,58,-8,8,55,259,5,3,48
1235,176,26,31,-19,7,19,423,15,3,22
1236,101,94,54,-7,4,74,279,40,5,72
1237,117,45,82,-10,7,74,254,54,3,84
1238,83,88,56,-9,38,67,408,38,6,45
1239,95,56,57,-7,11,50,232,10,5,73
1240,125,71,69,-7,12,88,217,23,3,81
1241,177,90,50,-7,14,77,183,36,18,79
1242,115,74,65,-7,15,63,458,1,6,71
1243,134,63,65,-10,11,87,257,2,3,57
1244,125,80,74,-6,26,89,269,18,4,70
1245,120,79,54,-6,17,48,290,0,3,54
1246,122,65,60,-11,13,71,201,3,6,58
1247,127,96,65,-11,64,94,335,4,5,45
1248,105,40,61,-15,5,71,244,10,3,33
1249,61,25,49,-14,10,6,251,41,4,59
1250,127,63,43,-12,11,74,220,3,4,65
1251,129,94,70,-3,60,79,198,7,5,77
1252,117,35,72,-11,11,64,197,20,4,71
1253,127,52,55,-13,11,60,287,34,3,40
1254,143,76,60,-12,10,84,409,6,5,48
1255,129,72,60,-8,8,56,308,50,4,43
1256,132,7,19,-24,11,4,148,95,4,38
1257,177,80,54,-9,8,89,220,7,3,56
1258,147,95,26,-6,99,61,287,0,10,39
1259,126,76,65,-8,23,61,295,1,3,62
1260,120,80,71,-5,35,73,238,22,3,76
1261,117,71,66,-9,65,81,266,3,5,66
1262,90,14,27,-16,9,13,211,93,4,46
1263,92,73,67,-7,19,89,253,23,4,72
1264,124,46,93,-9,6,76,256,14,31,73
1265,105,79,58,-7,6,91,226,1,3,53
1266,113,45,37,-10,69,19,521,4,3,75
1267,132,82,70,-7,35,83,340,44,3,53
1268,171,34,28,-13,13,23,277,72,3,67
1269,139,83,51,-6,7,77,216,2,4,81
1270,112,50,74,-8,19,66,348,18,4,66
1271,137,74,43,-9,10,23,294,0,3,46
1272,99,68,37,-9,9,34,368,1,3,41
1273,89,45,62,-14,7,87,156,59,3,74
1274,106,84,46,-7,78,71,228,0,3,59
1275,113,93,26,-7,11,28,417,0,11,62
1276,149,94,53,-6,19,50,241,1,4,77
1277,137,48,49,-9,24,33,227,42,3,74
1278,126,99,73,-5,44,84,353,1,5,70
1279,81,47,48,-10,13,42,305,19,3,77
1280,122,95,40,-6,10,58,279,0,6,75
1281,81,61,58,-10,11,46,278,16,6,53
1282,117,34,65,-12,7,39,280,49,4,58
1283,111,85,64,-8,68,84,241,22,4,54
1284,123,16,46,-17,18,10,333,38,3,72
1285,177,55,52,-14,18,91,289,50,4,76
1286,115,57,59,-10,9,47,434,36,4,59
1287,129,92,74,-5,8,93,306,11,4,64
1288,110,31,40,-10,37,28,260,34,3,52
1289,118,82,78,-7,8,91,358,6,3,55
1290,117,96,57,-5,12,98,255,5,3,67
1291,126,80,63,-8,40,87,232,20,3,69
1292,140,59,38,-7,12,34,243,5,3,76
1293,135,58,69,-11,12,94,302,29,3,71
1294,135,75,73,-10,20,64,179,9,3,60
1295,86,42,30,-9,23,33,262,22,3,72
1296,196,93,31,-6,11,38,280,2,13,62
1297,82,57,62,-12,6,90,231,27,4,79
1298,79,27,34,-16,26,14,210,61,3,44
1299,127,81,56,-6,29,64,233,1,3,65
1300,81,25,39,-11,10,20,177,79,4,59
1301,115,78,62,-9,22,63,252,7,3,57
1302,110,8,52,-20,10,10,408,75,3,41
1303,98,41,75,-15,34,24,286,7,4,66
1304,115,70,68,-13,5,69,237,33,4,61
1305,130,62,54,-13,37,20,208,0,4,54
1306,144,91,59,-8,60,93,244,15,4,59
1307,115,68,43,-7,21,51,229,5,3,54
1308,191,93,40,-7,9,73,408,0,6,70
1309,154,95,35,-5,56,86,240,0,5,52
1310,79,44,22,-9,12,13,419,50,4,52
1311,106,66,65,-10,19,45,356,45,5,58
1312,134,66,67,-9,6,66,506,5,4,62
1313,90,55,50,-13,10,45,244,45,3,53
1314,172,94,46,-7,12,80,252,44,11,61
1315,84,90,57,-8,9,88,225,2,5,83
1316,129,46,78,-14,22,66,195,46,4,26
1317,103,91,57,-4,13,56,289,8,4,64
1318,86,51,71,-9,10,52,270,58,3,68
1319,108,55,63,-13,6,20,299,72,6,67
1320,113,25,68,-17,8,81,310,70,3,60
1321,117,47,73,-13,14,58,284,17,4,26
1322,87,66,63,-9,7,75,343,12,3,68
1323,112,80,65,-12,10,54,251,35,5,80
1324,109,60,82,-9,9,55,246,13,3,76
1325,116,28,44,-18,18,20,238,46,4,50
1326,131,82,60,-14,13,74,205,12,4,57
1327,121,67,76,-13,7,91,215,21,4,69
1328,123,41,70,-14,14,26,394,72,3,46
1329,110,71,66,-8,15,63,259,4,3,55
1330,94,13,60,-21,11,11,511,93,3,44
1331,185,52,73,-11,8,96,203,7,12,60
1332,114,46,69,-12,6,70,312,25,3,50
1333,99,50,29,-14,11,44,344,13,4,60
1334,98,94,51,-10,14,50,394,17,4,71
1335,110,47,66,-16,5,66,238,2,3,57
1336,131,31,50,-16,12,25,291,48,3,66
1337,143,83,54,-6,17,71,178,11,3,54
1338,174,61,76,-13,11,86,189,8,7,65
1339,125,6,41,-22,10,18,240,67,4,51
1340,73,45,53,-15,7,29,427,19,4,70
1341,180,95,44,-8,39,36,258,3,6,52
1342,117,67,60,-8,11,30,224,4,3,37
1343,119,81,62,-8,5,58,354,47,5,56
1344,105,83,54,-9,15,56,515,0,4,67
1345,90,100,28,-4,15,10,291,0,16,57
1346,123,89,53,-4,29,80,249,8,3,83
1347,118,71,73,-9,8,85,291,63,3,65
1348,161,26,54,-16,8,36,394,83,5,45
1349,104,6,49,-24,10,6,409,83,4,53
1350,130,78,67,-6,12,70,264,2,4,54
1351,118,84,54,-7,6,19,310,6,6,75
1352,101,31,61,-15,6,28,302,70,3,47
1353,123,13,50,-18,36,21,401,35,8,51
1354,128,76,78,-8,8,82,280,18,5,75
1355,82,42,44,-17,7,55,237,1,4,72
1356,115,91,63,-7,23,81,287,4,4,56
1357,92,80,53,-8,4,94,269,0,3,59
1358,136,77,52,-6,14,88,245,4,3,73
1359,123,96,54,-3,34,81,223,7,5,80
1360,77,29,55,-17,4,49,256,33,3,74
1361,120,92,46,-7,34,33,311,4,26,49
1362,111,68,79,-10,22,88,349,78,4,63
1363,114,77,56,-9,21,43,338,7,4,46
1364,75,53,44,-8,34,35,247,4,3,50
1365,111,27,90,-12,5,74,226,1,9,74
1366,134,38,44,-16,7,30,192,66,3,32
1367,150,80,25,-4,31,25,309,13,4,73
1368,172,14,39,-17,10,26,226,79,4,69
1369,135,90,40,-5,54,84,193,7,4,67
1370,115,8,67,-27,17,28,228,67,4,42
1371,174,54,65,-13,19,90,255,12,3,58
1372,111,86,56,-8,23,94,418,0,3,53
1373,120,32,43,-21,98,52,193,20,17,41
1374,96,68,64,-8,4,47,312,4,4,57
1375,132,93,64,-6,13,90,271,14,3,64
1376,111,69,58,-12,14,53,298,61,3,66
1377,106,58,76,-13,6,94,310,1,5,68
1378,82,28,52,-18,26,41,230,6,3,68
1379,88,63,53,-13,8,75,228,6,5,65
1380,89,65,62,-9,7,63,330,6,4,54
1381,134,86,50,-6,8,42,209,1,7,68
1382,91,27,40,-16,26,29,228,88,7,49
1383,110,31,67,-14,11,27,353,41,3,56
1384,113,95,65,-7,29,61,286,1,4,68
1385,131,88,66,-6,7,84,210,34,3,60
1386,96,32,61,-15,14,29,209,63,5,55
1387,125,95,45,-5,11,62,356,9,5,73
1388,110,43,54,-12,14,11,296,0,3,80
1389,126,72,49,-10,16,29,338,1,4,66
1390,101,77,56,-9,9,66,277,1,4,76
1391,100,98,27,-6,18,40,406,2,10,71
1392,82,20,32,-21,9,29,236,91,4,62
1393,102,35,67,-18,9,65,267,40,4,71
1394,116,31,32,-9,44,18,391,48,3,51
1395,124,99,45,-4,27,32,273,2,9,72
1396,99,51,60,-11,11,60,274,20,2,62
1397,118,98,85,-4,31,60,258,25,8,76
1398,120,30,46,-13,11,33,355,69,3,66
1399,115,49,73,-11,9,73,227,26,3,78
1400,140,90,23,-7,96,49,239,0,6,42
1401,175,45,42,-13,10,17,219,64,4,73
1402,198,52,70,-7,8,55,303,1,10,54
1403,85,50,42,-11,6,27,206,55,3,44
1404,97,69,67,-6,17,28,186,5,3,60
1405,90,82,29,-7,16,24,275,1,4,65
1406,121,8,50,-22,11,13,252,97,5,41
1407,118,67,75,-13,32,70,304,2,4,62
1408,87,35,39,-7,17,44,142,86,3,64
1409,113,94,73,-12,15,92,213,14,4,66
1410,95,20,54,-19,33,23,257,86,3,55
1411,119,82,71,-9,9,87,291,21,5,81
1412,156,41,45,-11,12,32,245,74,3,51
1413,129,16,63,-21,12,18,239,93,3,43
1414,114,85,88,-5,14,54,298,5,15,72
1415,128,84,49,-5,35,56,198,0,4,63
1416,114,89,79,-4,7,39,247,0,4,68
1417,134,45,60,-13,10,78,174,1,3,53
1418,99,64,44,-7,64,25,286,53,6,42
1419,125,70,63,-11,12,80,232,19,3,45
1420,119,63,71,-10,10,63,222,3,3,63
1421,113,84,71,-8,30,86,246,16,4,62
1422,126,73,70,-12,3,95,255,15,3,57
1423,127,86,54,-6,25,29,299,25,4,66
1424,153,64,36,-10,13,45,272,1,4,55
1425,106,52,72,-12,21,82,288,71,3,64
1426,206,89,38,-9,3,80,247,3,4,67
1427,180,76,26,-7,23,43,284,6,4,58
1428,153,74,45,-10,23,94,201,2,6,40
1429,169,83,55,-11,22,91,241,9,3,63
1430,105,55,75,-7,13,45,233,46,10,59
1431,125,47,60,-14,11,53,318,70,3,37
1432,103,69,44,-9,42,43,446,0,6,67
1433,104,29,71,-16,13,19,297,31,4,77
1434,120,34,82,-16,50,79,254,14,4,59
1435,127,39,74,-17,9,59,382,38,3,56
1436,102,65,56,-13,6,60,269,23,3,63
1437,141,98,31,-3,26,63,211,9,10,42
1438,102,72,59,-13,93,72,255,20,5,44
1439,181,62,61,-17,45,96,210,24,8,54
1440,110,53,52,-14,5,35,252,7,3,34
1441,101,84,60,-13,6,64,324,4,4,57
1442,125,69,63,-10,16,89,218,12,3,59
1443,132,63,55,-12,37,79,186,3,3,46
1444,186,44,24,-11,7,40,390,11,3,63
1445,142,18,44,-16,24,35,358,84,3,40
1446,125,28,53,-14,18,6,659,24,3,38
1447,116,67,65,-11,13,59,254,5,4,50
1448,129,74,48,-10,5,60,218,1,8,45
1449,98,41,58,-16,6,53,310,13,3,53
1450,115,31,69,-17,10,56,266,80,3,57
1451,86,58,54,-5,11,34,328,11,3,76
1452,119,65,32,-6,24,47,272,50,3,83
1453,98,42,52,-13,7,31,330,58,3,55
1454,122,31,72,-19,9,51,335,9,4,45
1455,74,42,69,-11,8,47,193,8,3,72
1456,125,76,64,-12,13,64,219,1,5,49
1457,103,69,52,-11,11,93,229,10,3,59
1458,115,77,68,-6,25,71,200,11,3,63
1459,82,38,68,-10,10,23,337,42,3,50
1460,84,37,45,-16,8,26,274,48,3,49
1461,115,56,78,-11,7,94,292,7,3,46
1462,115,69,57,-11,5,57,377,60,28,56
1463,102,56,78,-7,6,37,322,74,3,74
1464,90,41,63,-13,31,70,291,6,3,41
1465,132,88,49,-5,37,52,282,0,3,65
1466,119,91,28,-6,18,26,270,3,11,70
1467,92,84,41,-6,37,39,242,3,5,55
1468,142,85,53,-12,30,91,239,31,4,52
1469,139,52,51,-6,12,23,243,38,3,49
1470,144,48,34,-10,14,18,260,28,3,68
1471,94,56,72,-11,6,59,250,19,3,53
1472,104,74,66,-10,12,75,330,11,3,64
1473,90,86,57,-6,36,31,248,6,9,48
1474,147,18,36,-19,10,25,233,13,3,49
1475,87,33,63,-15,13,64,229,83,3,39
1476,130,68,64,-12,5,71,225,1,4,61
1477,102,25,96,-13,4,80,228,16,6,49
1478,160,61,43,-8,6,37,391,2,3,66
1479,102,59,77,-12,27,72,262,12,3,47
1480,126,67,51,-5,31,36,328,29,3,61
1481,94,35,64,-9,11,20,204,49,3,72
1482,84,45,62,-13,6,57,256,21,3,76
1483,153,45,69,-13,7,70,342,3,4,51
1484,174,89,36,-7,13,26,294,2,12,68
1485,91,37,75,-10,11,47,287,27,3,71
1486,145,97,71,-5,36,90,288,8,5,73
1487,172,80,21,-7,36,68,377,1,4,62
1488,132,29,55,-12,4,12,395,33,3,55
1489,115,88,66,-4,27,88,292,18,3,57
1490,140,81,61,-8,22,82,210,34,3,60
1491,116,39,65,-12,32,60,177,2,3,61
1492,92,65,48,-6,55,54,301,16,3,33
1493,120,79,70,-7,33,56,238,19,4,47
1494,108,57,66,-10,12,50,240,24,3,72
1495,134,82,72,-6,85,87,322,3,5,69
1496,134,89,50,-5,22,26,293,0,4,81
1497,120,32,74,-13,8,29,193,72,3,57
1498,113,81,64,-8,8,82,257,16,3,65
1499,170,39,19,-14,12,32,371,26,4,65
1500,152,52,45,-10,10,25,312,32,4,77
1501,120,57,51,-7,11,16,280,4,3,71
1502,140,63,46,-6,12,10,348,5,3,61
1503,112,68,60,-11,30,71,258,21,3,57
1504,138,57,37,-11,9,30,246,2,3,59
1505,144,59,62,-11,5,65,253,4,3,60
1506,81,42,15,-12,21,17,273,43,3,69
1507,131,86,74,-8,7,78,271,18,4,69
1508,109,51,74,-16,14,90,210,2,3,54
1509,92,13,63,-15,11,24,334,47,3,67
1510,81,65,52,-7,26,72,259,34,3,73
1511,75,19,49,-16,22,21,248,72,4,31
1512,167,61,38,-12,26,70,226,11,3,38
1513,156,48,62,-9,23,73,259,6,9,50
1514,104,79,59,-4,31,96,188,0,4,68
1515,77,68,36,-6,34,20,343,32,3,75
1516,85,40,52,-13,8,63,221,21,3,51
1517,80,64,29,-9,11,23,536,2,3,80
1518,142,36,56,-11,8,17,389,5,3,69
1519,117,91,50,-5,11,72,302,0,6,74
1520,73,73,21,-6,30,17,393,18,6,49
1521,75,88,28,-6,40,60,341,1,4,75
1522,123,82,58,-9,6,64,332,0,3,74
1523,87,40,14,-9,12,4,295,58,4,51
1524,85,35,56,-13,14,46,264,6,5,81
1525,175,79,46,-10,11,86,234,1,8,49
1526,83,69,31,-7,11,18,278,41,3,58
1527,126,86,67,-5,10,80,268,18,3,81
1528,120,82,50,-6,9,54,219,0,4,72
1529,109,85,28,-6,18,29,318,4,4,73
1530,181,53,39,-9,16,33,276,25,4,77
1531,132,74,50,-7,11,38,336,2,4,77
1532,139,60,54,-10,13,25,387,1,3,65
1533,113,40,69,-10,6,55,255,37,3,49
1534,123,66,68,-6,6,49,257,0,4,68
1535,132,49,72,-12,11,97,216,73,4,39
1536,89,76,36,-8,37,17,564,1,3,63
1537,105,94,39,-7,30,27,293,0,8,75
1538,127,79,43,-5,13,51,218,32,9,55
1539,89,85,63,-6,6,43,325,0,3,63
1540,117,61,53,-10,12,53,401,1,3,61
1541,125,59,46,-9,10,24,284,0,3,74
1542,131,37,53,-13,6,25,394,8,3,64
1543,103,75,35,-7,65,32,443,0,4,66
1544,174,90,41,-8,19,67,273,43,3,61
1545,81,49,53,-8,10,10,384,54,5,68
1546,160,85,58,-7,12,91,187,7,10,48
1547,132,27,32,-11,17,15,302,58,4,56
1548,92,94,67,-10,15,78,283,0,5,73
1549,89,26,52,-17,9,49,170,82,3,51
1550,130,51,57,-9,30,33,253,55,4,69
1551,117,77,65,-10,36,95,242,21,3,71
1552,153,78,26,-9,12,26,183,1,6,68
1553,157,88,44,-5,21,51,255,0,6,64
1554,94,61,64,-13,21,89,224,25,3,69
1555,125,91,45,-4,23,81,226,3,4,70
1556,104,82,72,-7,24,82,249,15,3,49
1557,116,83,64,-6,19,31,263,57,5,48
1558,98,64,48,-12,8,73,202,6,3,49
1559,81,55,55,-10,7,29,285,5,3,47
1560,108,53,91,-9,5,90,241,50,5,54
1561,104,60,66,-9,10,26,399,13,3,39
1562,125,15,59,-17,24,11,333,85,3,66
1563,91,61,74,-11,6,89,221,9,8,55
1564,100,66,67,-8,11,70,244,0,3,63
1565,99,67,69,-6,12,71,255,20,5,61
1566,120,57,61,-12,16,39,385,9,3,54
1567,89,83,47,-4,3,66,314,3,30,78
1568,110,87,31,-6,23,23,438,0,6,55
1569,165,60,31,-6,21,16,394,10,3,73
1570,94,32,47,-10,12,17,320,62,3,74
1571,106,67,56,-7,9,60,243,2,3,58
1572,94,52,56,-12,94,64,289,32,5,70
1573,67,21,31,-13,8,11,271,84,4,77
1574,114,39,57,-11,10,57,258,80,3,62
1575,74,30,43,-14,23,16,278,70,3,61
1576,101,83,31,-8,9,59,207,0,4,71
1577,136,76,53,-12,34,51,214,0,3,67
1578,125,77,65,-8,10,40,252,0,3,53
1579,119,70,67,-8,20,66,314,42,3,67
1580,120,79,66,-7,6,71,240,5,3,44
1581,134,56,56,-10,11,45,296,16,3,78
1582,138,55,33,-6,9,23,224,31,3,51
1583,144,94,43,-5,14,47,314,1,4,61
1584,131,59,43,-12,36,46,345,22,3,45
1585,113,31,65,-12,12,41,303,53,3,71
1586,143,43,47,-12,23,24,271,18,3,62
1587,160,98,41,-4,8,35,323,0,5,56
1588,142,28,39,-13,14,40,196,50,3,49
1589,107,71,85,-6,17,82,215,1,8,74
1590,115,52,65,-14,10,45,389,0,3,58
1591,176,47,35,-14,77,56,312,77,20,40
1592,123,92,51,-3,21,46,319,1,6,59
1593,147,87,64,-11,11,61,298,0,6,48
1594,145,44,42,-9,14,30,230,22,3,58
1595,153,40,54,-10,16,24,289,58,4,73
1596,102,51,49,-13,7,67,208,1,6,39
1597,144,55,27,-8,12,20,374,3,3,68
1598,91,47,53,-9,13,12,294,28,2,64
1599,124,65,76,-15,9,86,332,21,3,57
1600,118,97,57,-4,8,57,347,0,5,58
1601,148,48,39,-9,26,57,217,62,3,73
1602,92,43,52,-10,13,10,239,1,4,82
1603,171,50,40,-11,11,37,327,8,7,66
1604,104,34,65,-12,7,32,222,37,2,69
1605,86,83,41,-8,17,65,263,0,3,41
1606,95,43,44,-15,14,20,275,8,3,75
1607,76,56,59,-15,8,84,388,11,4,38
1608,105,67,42,-6,41,30,316,62,9,59
1609,84,37,54,-10,8,24,279,69,3,72
1610,116,62,80,-13,32,64,199,2,5,60
1611,140,65,47,-10,14,40,340,1,3,72
1612,130,42,53,-10,14,22,197,14,3,62
1613,142,82,58,-7,28,73,272,18,4,76
1614,203,64,26,-10,9,38,281,20,6,74
1615,97,70,62,-10,6,73,234,1,3,68
1616,119,53,47,-10,18,77,174,0,3,57
1617,174,33,38,-13,21,20,331,74,3,39
1618,93,26,33,-15,12,42,283,0,3,56
1619,176,60,50,-9,22,47,289,6,3,48
1620,129,67,62,-10,33,78,212,0,4,72
1621,98,41,85,-12,9,79,227,22,7,69
1622,159,96,37,-5,35,44,283,0,7,58
1623,132,47,57,-6,15,26,241,74,4,57
1624,139,43,57,-9,8,36,233,60,3,54
1625,112,75,42,-11,7,23,170,1,5,64
1626,94,48,31,-9,8,19,331,14,3,61
1627,98,54,64,-13,28,94,181,49,3,65
1628,116,85,54,-7,31,31,188,2,4,42
1629,113,63,45,-12,9,36,233,8,3,67
1630,167,64,31,-9,37,31,306,2,3,80
1631,97,14,32,-10,18,8,414,93,3,73
1632,90,26,75,-15,12,13,206,70,4,45
1633,90,43,39,-9,11,43,326,24,4,64
1634,105,83,35,-5,8,15,319,0,4,76
1635,115,75,48,-9,26,42,261,43,8,73
1636,85,94,44,-3,9,78,182,0,6,79
1637,109,59,57,-8,69,36,306,67,6,68
1638,75,41,52,-13,35,28,511,20,3,59
1639,132,53,58,-7,31,22,288,68,3,72
1640,141,66,38,-6,8,33,353,12,3,76
1641,150,63,34,-7,7,35,241,16,4,95
1642,90,82,40,-7,37,10,231,0,5,62
1643,168,94,32,-7,10,54,178,3,10,71
1644,119,58,73,-7,3,96,259,24,3,66
1645,120,43,51,-10,6,21,309,18,4,67
1646,132,86,61,-9,26,64,243,3,4,56
1647,94,45,36,-10,28,14,271,6,2,69
1648,145,99,64,-7,16,17,378,1,5,56
1649,98,91,53,-4,23,81,178,2,3,75
1650,84,79,10,-4,36,18,277,0,4,55
1651,93,57,58,-8,8,37,235,25,2,57
1652,174,52,81,-14,10,59,213,6,30,45
1653,115,39,62,-12,91,44,196,68,4,57
1654,128,87,55,-4,22,19,322,3,4,59
1655,99,65,59,-9,13,39,245,22,3,58
1656,175,87,37,-5,23,48,259,0,4,71
1657,163,92,33,-4,13,34,290,6,6,63
1658,94,29,74,-13,9,44,195,29,3,70
1659,138,44,50,-8,9,14,406,48,3,63
1660,138,45,49,-12,18,13,254,31,3,62
1661,100,80,79,-6,11,27,319,43,4,64
1662,78,31,51,-10,13,22,223,93,5,47
1663,139,80,76,-6,17,91,258,3,4,60
1664,119,25,54,-12,14,14,250,52,4,52
1665,136,46,53,-6,18,29,266,70,3,64
1666,160,61,28,-8,11,16,290,28,4,54
1667,90,91,86,-6,32,73,284,21,13,69
1668,150,80,29,-5,36,12,448,47,4,63
1669,73,34,44,-13,11,30,219,48,3,58
1670,143,48,66,-9,12,64,191,64,4,73
1671,94,77,53,-6,26,45,212,1,3,24
1672,150,82,55,-9,4,57,217,2,5,60
1673,80,51,65,-10,40,39,241,7,6,80
1674,135,37,24,-8,9,30,251,84,3,66
1675,76,71,52,-7,18,54,264,25,4,67
1676,110,43,60,-10,17,27,336,29,3,49
1677,74,23,45,-13,20,13,291,17,3,70
1678,73,40,41,-8,16,21,259,58,3,49
1679,127,79,77,-10,5,96,266,2,3,74
1680,137,49,76,-11,21,88,257,67,3,46
1681,122,83,59,-6,38,58,325,10,4,45
1682,123,36,30,-9,10,15,240,81,3,58
1683,84,54,77,-7,13,32,280,37,10,72
1684,124,43,42,-12,25,4,300,68,4,44
1685,130,47,80,-9,32,59,344,25,4,58
1686,84,13,21,-14,96,17,272,73,3,31
1687,87,33,52,-14,12,12,267,58,3,61
1688,149,67,29,-9,24,22,255,0,4,68
1689,122,72,40,-9,5,48,258,0,6,71
1690,54,56,36,-6,31,14,230,18,3,29
1691,90,86,53,-3,13,44,443,0,3,46
1692,88,38,42,-12,9,35,257,7,3,72
1693,123,73,72,-6,8,62,333,21,4,56
1694,98,37,48,-15,12,17,277,66,4,40
1695,132,39,35,-10,15,36,153,22,3,60
1696,127,58,79,-10,17,26,527,18,4,55
1697,174,42,53,-12,8,19,411,31,3,62
1698,107,79,75,-5,5,89,221,5,3,74
1699,130,82,55,-7,6,77,240,7,3,57
1700,138,62,63,-7,16,50,225,54,3,58
1701,155,47,34,-11,10,16,237,38,3,59
1702,127,35,53,-15,15,73,193,12,3,57
1703,68,51,33,-9,37,29,215,40,6,53
1704,61,36,34,-11,33,9,312,11,3,50
1705,121,36,57,-10,17,9,236,51,3,55
1706,110,86,77,-6,16,89,173,10,3,80
1707,81,54,56,-9,16,31,207,9,3,32
1708,92,29,77,-17,57,51,299,3,14,74
1709,137,24,61,-16,11,16,331,24,3,53
1710,137,76,60,-11,6,39,243,0,3,67
1711,89,65,87,-5,28,67,305,30,29,76
1712,135,72,27,-10,84,34,455,2,6,35
1713,99,29,49,-8,18,4,317,65,3,37
1714,104,88,80,-7,14,82,281,19,4,70
1715,71,58,39,-7,22,38,295,47,3,63
1716,169,72,41,-8,8,31,189,0,4,54
1717,126,88,58,-7,15,79,253,20,5,49
1718,171,92,36,-6,41,52,357,3,5,78
1719,70,13,35,-14,17,29,161,85,4,48
1720,125,92,64,-6,33,72,234,0,4,67
1721,164,43,26,-13,19,55,198,55,3,77
1722,75,51,36,-9,17,32,264,6,3,74
1723,158,88,41,-6,8,36,251,0,4,77
1724,104,86,53,-5,24,86,291,19,3,46
1725,164,85,25,-7,5,19,387,4,6,67
1726,100,33,43,-9,14,36,206,89,3,49
1727,94,9,48,-18,11,22,256,89,4,65
1728,96,66,64,-6,30,33,264,1,3,60
1729,136,37,53,-12,9,22,284,73,4,54
1730,166,50,40,-12,10,68,257,83,4,68
1731,142,95,53,-5,16,38,280,0,8,64
1732,133,88,49,-5,27,25,396,0,4,55
1733,136,99,61,-5,11,23,343,0,15,65
1734,113,37,47,-5,19,22,160,25,3,55
1735,95,43,48,-8,16,65,153,18,3,75
1736,126,31,45,-8,17,37,250,98,3,53
1737,76,39,26,-11,11,12,229,6,3,71
1738,92,64,56,-8,14,61,234,49,3,42
1739,103,61,71,-14,8,88,195,4,3,44
1740,119,50,75,-9,9,34,258,1,4,63
1741,99,28,43,-12,12,4,280,73,3,75
1742,121,95,70,-4,9,89,192,64,7,50
1743,130,82,68,-6,4,32,335,1,5,66
1744,144,90,43,-4,21,60,279,0,4,51
1745,87,49,59,-8,6,35,283,14,2,35
1746,76,40,34,-9,11,7,291,76,4,47
1747,177,21,49,-11,10,22,179,96,4,42
1748,142,63,76,-10,4,93,181,35,31,45
1749,153,23,38,-12,13,15,225,85,3,61
1750,89,77,41,-8,24,43,388,51,4,31
1751,77,52,44,-9,15,18,305,18,3,64
1752,121,80,96,-5,9,84,430,0,15,70
1753,110,86,33,-7,97,38,319,5,5,57
1754,98,91,51,-7,17,46,206,1,4,33
1755,166,49,38,-12,11,21,211,24,6,50
1756,153,63,57,-9,27,79,300,13,4,76
1757,133,97,51,-4,19,53,305,0,4,61
1758,135,55,44,-8,54,26,347,49,3,66
1759,106,85,54,-6,60,60,299,7,3,59
1760,77,13,44,-19,18,13,239,81,4,51
1761,102,59,59,-7,8,36,278,0,3,42
1762,133,80,52,-6,61,63,257,0,3,58
1763,128,51,57,-13,13,28,435,4,3,43
1764,94,46,56,-7,21,45,270,38,2,49
1765,81,20,37,-14,30,14,205,71,4,47
1766,121,66,38,-5,25,14,299,17,3,76
1767,80,9,46,-15,8,31,282,97,3,62
1768,99,29,27,-10,11,15,244,86,3,58
1769,77,42,62,-9,14,22,331,2,4,69
1770,96,50,92,-10,7,56,194,1,10,46
1771,102,39,48,-11,8,25,340,23,3,51
1772,122,51,48,-10,17,51,242,38,4,54
1773,134,51,41,-9,69,38,257,52,4,39
1774,109,50,27,-9,10,13,266,28,3,50
1775,103,90,35,-6,39,53,256,0,5,73
1776,118,57,68,-9,9,65,313,10,3,35
1777,84,48,50,-8,20,47,190,48,9,50
